design_id,split,cat_0,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,B_Ramp_Angle,B_Diffusor_Angle,B_Trunklid_Angle,C_Side_Mirrors_Rotation,D_Rear_Window_Inclination,D_Winscreen_Inclination,C_Side_Mirrors_Translate_X,C_Side_Mirrors_Translate_Z,D_Winscreen_Length,D_Rear_Window_Length,E_A_B_C_Pillar_Thickness,G_Trunklid_Curvature,G_Trunklid_Length,H_Front_Bumper_Curvature,H_Front_Bumper_Length,F_Door_Handles_Thickness,F_Door_Handles_Z_Position,E_Fenders_Arch_Offset,A_Car_Length,F_Door_Handles_X_Position,A_Car_Width,A_Car_Roof_Height,A_Car_Green_House_Angle,cd
N_S_WW_WM_420,test,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.11757,-6.27523,6.93562,9.06811,2.28,1.08,16.053,5.89764,17.2811,-53.719,-13.1436,0.5,-13.2244,0.4,-6.4922,25.9918,18.1287,48.144,46.9778,-4.15952,34.5256,-39.341,-39.1505,0.2612034853023255
F_S_WWC_WM_364,test,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.98791,11.59,19.6197,-17.4366,1.57,1.81,-3.78131,-1.79265,26.9704,-63.6515,-7.73273,-0.1,28.3363,-0.2,24.8546,15.5748,-15.1906,38.8872,36.3962,5.53025,123.629,36.0543,-170.943,0.2642794206378737
F_S_WWC_WM_152,test,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.19503,8.05626,4.71091,8.83625,0.1,0.1,-0.541188,-3.96328,-34.992,-68.9678,3.56084,0.6,-7.43575,1.0,-2.31034,14.8579,23.0092,19.4553,66.5,12.0658,138.831,-38.2566,143.065,0.2325390938073089
E_S_WWC_WM_380,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97352,13.5628,-4.76194,-1.90935,-1.71,2.05,12.7882,7.27373,-39.7583,146.815,1.53689,0.1,10.4778,0.3,6.66423,10.7241,27.6696,50.3396,-42.5313,7.83182,15.3978,-7.94132,-65.1885,0.3018051355880398
F_S_WWS_WM_509,test,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.47041,7.5883,-0.810148,5.32752,1.62,2.37,-8.56091,-3.08404,14.3115,121.273,-13.3394,-0.2,-22.978,0.5,9.45075,-17.2909,13.9952,-4.81778,122.9,-14.0738,88.5985,48.2412,-15.8021,0.2447954164252492
F_S_WWS_WM_369,test,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.2746,-7.30354,17.9064,-12.8253,-0.23,-1.0,14.6135,1.24,-26.7376,-31.1449,-11.5907,-0.1,30.6858,0.2,14.8051,-9.30925,24.5642,24.9023,-0.150447,-2.83929,38.6138,-14.5143,98.5961,0.2383636166013289
E_S_WWC_WM_547,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81568,-1.93819,14.4931,18.3652,0.04,-0.64,-6.83014,6.26651,29.2445,87.3078,4.06274,0.2,20.6006,0.9,57.5234,12.0606,-2.22478,13.7899,64.2025,-24.9085,93.7837,85.3683,-126.333,0.2503070063754153
E_S_WWC_WM_341,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.97236,-4.94871,10.5647,4.2518,1.82,-0.87,14.4313,0.62972,-47.0265,-47.2417,-0.0769903,-0.2,-21.4384,0.0,31.2077,25.5614,-17.8279,35.0147,88.8281,7.90215,-10.2436,37.2119,148.89,0.2591507398637874
F_S_WWS_WM_246,test,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.82922,2.20918,-6.27928,-13.4538,0.57,2.42,6.50637,2.45244,-11.5706,-2.84335,-9.37488,-0.2,9.07614,0.7,58.425,28.6083,-7.08726,8.65484,-51.8824,-11.7011,54.1034,77.5939,-166.923,0.2400926648106311
E_S_WW_WM_428,test,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7152,10.9957,17.4755,-5.69315,0.05,0.58,19.8599,3.54719,13.1465,-54.3218,2.64218,0.3,-22.532,0.7,3.39039,10.0591,-1.11511,-20.6443,-45.1315,18.0511,20.3003,-44.1485,12.8688,0.2566191927109634
F_S_WWC_WM_394,test,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.69047,-0.391359,13.9459,0.0486168,1.18,2.35,1.8379,2.19943,-6.92668,52.3717,-5.4467,-0.3,26.0568,0.9,-12.4483,-10.1318,-25.6061,48.6872,-56.6559,-28.5554,53.5058,-35.1178,81.7505,0.2489899974784052
E_S_WWC_WM_564,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.92184,-2.38872,19.4955,-12.2633,1.86,-1.16,7.24799,-1.5833,-0.48562,115.69,-12.5747,-0.3,3.40382,0.8,12.7885,-12.0222,-2.26839,-19.0408,25.0402,25.8742,30.5561,78.0195,-59.4077,0.2714209648637874
E_S_WW_WM_021,test,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.62291,5.51033,-0.685933,-0.0358234,-0.26,-0.1,9.60067,5.42122,29.6766,-11.3987,-0.010091,-0.3,-0.915097,0.3,-23.0138,-0.756505,-1.08802,14.7459,-9.08559,19.8305,46.111,-57.1347,142.137,0.2776503983588039
E_S_WW_WM_517,test,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12887,14.1989,4.10576,-9.16673,0.58,1.31,5.91374,9.37148,46.2466,138.836,-7.36818,0.8,-11.1486,-0.3,-15.8327,13.8959,-21.6201,40.8262,-26.9337,33.5842,57.6133,9.86148,37.2866,0.3071909977973422
N_S_WW_WM_066,test,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.2301,1.38006,-7.47713,-13.3196,-1.55,2.22,11.2614,2.00545,-42.2904,-49.1283,-2.42039,0.6,-24.6934,0.1,27.8351,22.8886,12.1077,1.83801,-11.5411,21.4672,71.4622,-50.0044,2.59549,0.2266819520465116
F_S_WWC_WM_421,test,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.097,-0.117722,0.753637,17.1042,-0.41,-1.73,-7.06534,-1.05309,-49.193,-35.3888,-14.6558,0.1,27.6727,0.7,0.147791,-12.6308,-1.11511,28.7964,78.5063,8.66135,30.5561,-52.4882,33.9347,0.2439934930797342
E_S_WWC_WM_023,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.25394,3.95079,-2.5473,-15.1478,-0.81,-1.45,-0.376644,8.06763,-14.0135,126.624,-7.482,-0.3,18.8171,1.0,36.6968,-18.8859,-7.88261,-11.2833,-22.3522,7.56822,77.0161,3.44595,24.6809,0.2836359096511628
F_S_WWC_WM_368,test,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.16049,14.8068,-0.445845,-9.62795,0.34,-0.69,-5.68636,-3.35797,-16.0728,36.2341,0.671944,0.0,20.4228,0.4,-23.6682,2.13762,-21.5449,36.8671,62.9398,39.3492,115.658,-41.9721,110.946,0.2728717263056478
E_S_WWC_WM_471,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31979,-2.88655,10.2434,12.9125,-0.05,-0.1,4.94164,7.20081,15.8581,26.6677,-12.6938,0.0,14.2922,-0.3,52.9037,28.9669,-4.81156,47.5399,-49.7578,-36.7633,105.055,45.4771,-95.6567,0.2782236601495016
E_S_WWC_WM_525,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7505,-5.01963,8.79453,14.9996,0.84,-1.22,7.47271,6.4806,-39.6617,-53.0807,-13.9148,0.5,-0.561207,0.9,10.5327,-7.35808,-17.0776,-6.41052,-30.1256,-48.2403,28.2571,0.33236,26.6613,0.2453593497973422
E_S_WW_WM_271,test,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.78849,-0.948227,17.2089,-18.1868,-1.43,0.68,8.671,-2.71706,6.15086,56.5993,-9.56481,0.3,-21.4384,-0.3,-11.869,-0.14394,25.4095,54.3282,37.5586,-30.5558,-0.197107,12.7099,43.3271,0.2895744962624584
F_S_WWS_WM_429,test,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.09676,-0.764586,-2.73747,12.588,2.0,1.6,1.11928,4.97435,45.3263,124.189,-2.04119,0.2,-9.33658,0.9,41.4966,-18.354,-18.4509,24.3443,48.3756,-46.5115,52.7448,64.0531,-3.46932,0.2414718618571428
F_S_WWC_WM_151,test,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.167774,14.5905,3.84719,16.1221,1.55,2.05,-0.491868,-0.854262,11.9609,-36.4233,4.81635,-0.1,-35.7161,0.8,46.7225,3.87277,8.48957,-12.4918,20.3336,-43.8802,-36.6219,21.7126,-114.887,0.2363746190465116
F_S_WWS_WM_654,test,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0451,-5.40904,12.8085,6.58543,-1.09,0.3,13.7501,-3.92397,36.0333,-3.21977,-11.2049,0.7,11.8591,0.0,50.2388,16.8318,2.50592,-3.0717,-33.8118,12.6996,39.1891,-27.8196,124.137,0.2256994507774086
F_S_WWC_WM_253,test,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.221488,13.511,19.4458,-5.25255,0.91,-0.59,4.52132,-3.2007,-31.5369,-52.8942,-10.5757,-0.1,-16.1854,0.7,-18.0358,6.96623,19.1499,17.7448,-54.3884,-44.8697,106.451,70.9537,27.5881,0.2662621476578073
F_S_WWC_WM_321,test,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.5445,12.6951,-6.15302,-7.76348,0.55,1.74,-8.52558,1.97035,17.3019,14.8661,-1.22459,0.2,6.00033,0.1,49.5611,28.8385,21.8699,-10.4114,69.1513,6.19894,36.3244,-35.4888,138.52,0.2521654719501661
F_S_WWS_WM_001,test,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.1099,11.4064,-5.46415,-12.0162,2.26,-0.61,-5.53895,0.988306,-14.3908,88.4825,-12.8101,0.7,-15.4682,-0.3,-9.34836,23.849,1.58493,21.2484,103.785,-25.4121,-14.3906,28.4813,16.4525,0.2800060735780731
F_S_WWC_WM_606,test,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.69164,3.47633,15.8978,14.6998,-0.68,2.12,-5.89548,9.12958,-30.5266,39.6959,-5.27786,0.5,7.45288,0.9,-4.79101,18.5075,17.8755,18.1888,90.2586,-26.47,-2.12396,-59.4618,22.4051,0.2517496185382059
F_S_WWC_WM_204,test,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.5584,-5.79706,-0.0500485,10.8444,-1.61,0.07,14.7149,-4.14535,34.0911,91.7723,0.258866,-0.2,-24.9146,0.2,-1.2304,-6.91544,18.9791,30.68,-42.6974,-15.466,-3.91409,-0.927132,34.7559,0.2379666268239202
E_S_WW_WM_098,test,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.49807,9.02438,-5.00505,5.54949,1.24,0.37,1.16697,-2.39352,-24.9142,-18.8325,-13.5189,0.7,19.0275,0.6,-18.9716,-18.6849,0.0289985,5.9175,14.061,-5.0426,-40.511,78.9662,-89.1844,0.2935181396378737
F_S_WWS_WM_022,test,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.63103,-2.83567,18.3826,-19.5256,1.46,-0.28,11.3657,3.54719,22.7839,-53.719,-11.7221,0.2,37.7065,-0.1,39.8712,-17.7849,-25.9193,3.79363,6.0343,-27.9975,95.4318,-55.1658,-119.453,0.2277504567043189
F_S_WWC_WM_656,test,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.06135,-7.16518,9.32299,9.12016,-0.05,1.0,1.05186,8.89138,-10.2844,-71.2809,-7.86969,0.1,38.8328,0.7,-21.5014,12.0606,4.45587,23.8489,112.801,-48.0429,146.173,39.244,13.2679,0.2308211292956811
F_S_WWS_WM_309,test,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.1591,8.12559,-1.71391,-1.18113,2.11,-0.04,17.0488,9.73358,-14.1848,25.839,-14.1889,-0.1,-14.1848,0.1,33.4087,17.8084,16.1799,22.215,122.614,26.9625,86.2692,-40.6231,-70.2568,0.2728583949302325
N_S_WW_WM_619,test,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.92915,7.95606,-0.0500485,13.5171,1.27,0.31,17.9182,6.08956,-37.0373,127.612,3.95709,0.0,-20.5121,0.6,34.0031,19.0453,-27.2249,27.4418,9.83359,-6.11133,14.0236,-1.76436,-67.4281,0.2436686047176079
N_S_WWC_WM_053,test,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.64647,11.6744,19.2246,-13.3196,-0.29,1.76,0.0795703,1.81397,-46.3118,3.68666,-9.56481,-0.2,3.59731,1.0,14.5889,1.05082,11.2466,-19.7039,57.099,-8.83084,112.34,-0.641698,-65.1885,0.2566676633920265
N_S_WWC_WM_459,test,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.48924,5.40258,12.3566,-13.7719,1.79,-0.47,19.4856,-2.42611,18.7551,86.5938,-9.59642,-0.3,5.34517,-0.3,9.11199,25.8368,18.9791,6.9113,-13.4148,16.5088,95.3716,62.3958,26.6613,0.2719833697674418
E_S_WWC_WM_384,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.279307,14.5624,-0.344584,8.43034,0.46,-0.15,5.50677,-3.13467,34.2574,35.6164,-10.1683,0.5,-18.5414,0.9,-1.46384,-19.8407,-22.6398,36.0183,23.6312,-20.1443,21.6572,77.9713,-98.6488,0.2964386358704318
E_S_WWC_WM_334,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2953,-1.09839,0.642842,19.5628,2.36,0.06,2.37659,5.91881,38.7112,-67.2589,-4.55339,-0.1,24.704,0.5,-9.81795,11.0792,-7.18515,18.9536,17.8193,-11.8129,148.67,-16.1829,35.1907,0.2434079801196013
N_S_WWS_WM_482,test,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.79361,4.89431,1.91858,0.350041,1.38,1.58,16.053,2.87678,-1.6859,140.482,4.43019,0.7,-32.5876,0.9,4.04501,3.51763,2.50592,-4.63858,-8.95169,23.5325,119.48,84.6687,-167.56,0.2179672898438538
F_S_WWS_WM_203,test,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.4362,12.7479,8.11738,4.2518,0.26,2.36,14.9553,7.5996,-32.4565,109.751,-12.9502,0.5,-35.8701,0.5,2.08997,6.07139,19.6025,42.1837,77.9009,39.4878,78.2033,31.1652,-154.907,0.2606315166744186
E_S_WWC_WM_225,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0321028,8.5318,17.2538,0.165864,-0.06,0.46,-0.98594,-3.46384,15.5317,-26.3253,-4.13897,0.6,22.7162,1.0,11.1647,8.92369,-4.59733,44.7529,-21.0715,-1.22757,143.825,84.9481,88.175,0.2760897567408638
E_S_WWC_WM_511,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.2993,5.73816,-6.00009,18.4984,1.16,0.43,-9.72498,1.36552,18.5061,11.9388,2.14181,0.4,0.411744,0.9,35.6554,-1.10552,0.206553,18.5805,-39.7778,34.3663,104.5,41.3316,145.963,0.2692997293488371
F_S_WWS_WM_383,test,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.60186,7.7218,-7.75726,-10.7556,2.08,-0.56,-5.14719,9.28748,23.5045,-0.991177,-5.23517,0.0,-3.96847,0.3,-23.244,5.62955,27.3481,31.2438,55.5281,-49.9954,127.691,37.5974,-35.403,0.2768581106677741
E_S_WW_WM_485,test,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.98577,-1.88573,-0.97753,-19.4096,-0.17,0.16,-0.0686506,0.342698,24.627,-75.6599,-8.02314,0.2,16.5971,0.1,-3.24966,27.2607,-15.019,5.05745,16.198,-1.04761,-50.6772,-12.0845,-4.84133,0.2680726137973421
E_S_WWC_WM_297,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5836,7.53214,19.8819,12.2256,1.08,0.17,9.49699,4.12307,25.6846,15.1127,-10.8328,0.8,-13.2564,0.8,-6.85351,21.7031,-5.56467,30.4499,121.445,25.6094,108.277,55.803,55.9193,0.2693719209136213
F_S_WWS_WM_481,test,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.61875,-0.247541,9.76116,-12.4133,0.07,1.81,-9.22453,-3.46384,38.7624,-56.0578,1.15648,-0.1,18.3749,1.0,22.2709,-16.3199,-0.990484,15.4139,-5.59761,-23.8446,22.7867,-9.64204,3.42872,0.2272876595813953
F_S_WWS_WM_583,test,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.4085,0.0588059,-4.13792,15.567,-0.52,0.61,-3.583,3.24038,-12.8377,34.7772,-9.71066,-0.2,-23.4028,-0.3,37.6053,11.7736,13.929,49.7805,-57.7769,-6.1887,103.199,17.8351,25.9025,0.2581349299468439
E_S_WWC_WM_521,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5788,10.2037,15.3919,-10.6458,-1.54,-1.12,12.6331,4.37412,-7.34777,-23.8102,4.04274,0.3,19.0275,0.9,37.7456,-5.90544,24.0058,-3.54409,74.5498,-24.2103,83.3592,-53.2994,-159.25,0.2525153181528239
N_S_WWS_WM_089,test,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0568439,-6.40049,-1.54967,-2.38679,0.44,1.99,-8.97293,5.3507,-43.4139,18.6714,3.70839,0.3,-22.8324,0.4,34.3541,1.23099,-12.6555,-10.4114,-9.33593,26.6183,46.96,38.8595,-50.0596,0.208163309744186
E_S_WWC_WM_181,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15792,11.6903,9.22663,-17.8036,2.3,1.49,7.22347,4.0546,-30.5266,114.335,-6.94604,0.1,-24.7275,-0.1,23.825,28.2259,7.48059,-14.7974,-50.3741,-3.49747,109.725,-17.2048,-106.407,0.282836171461794
N_S_WWS_WM_075,test,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.9331,-1.16466,14.343,19.3653,-0.78,1.1,4.48063,6.6148,31.6496,144.769,-8.91446,-0.3,-9.05756,0.9,16.5981,0.144484,4.85756,-16.2127,-17.7229,19.8305,12.0725,66.6381,0.458509,0.2386718206810631
E_S_WW_WM_653,test,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.548153,-5.4625,-0.306051,-5.0992,-1.64,2.17,1.69334,1.36552,37.1911,-31.3437,-3.36425,0.5,-5.98042,0.4,51.7211,-6.0692,-21.4751,-21.7035,72.1543,-47.1879,81.848,23.1056,82.1942,0.234854766398671
N_S_WWS_WM_410,test,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.21586,-0.865469,17.0092,-8.76359,1.37,2.4,12.0998,-0.499579,-42.1001,133.06,-0.40191,0.1,1.35789,-0.4,12.1193,-1.6476,-21.1987,-1.44597,33.1141,-14.6893,99.5598,75.1326,-115.045,0.2183832621461794
E_S_WW_WM_193,test,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.80929,-4.459,17.9524,12.08,1.32,-1.28,16.3192,0.677856,-19.1625,74.4945,4.2836,0.2,-7.14242,1.0,29.3806,-3.24623,5.76755,47.8844,41.0417,44.0062,131.751,34.157,-118.633,0.2617918323754153
F_S_WWS_WM_260,test,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.51899,-1.31148,-1.1388,-7.33107,-1.73,-1.77,6.37069,5.27781,7.38669,67.9762,4.14493,-0.1,-33.6215,-0.4,16.4457,-16.0775,22.8524,10.2101,19.3367,22.123,4.87865,1.40551,-65.5942,0.2341550694318937
F_S_WWS_WM_289,test,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.44002,2.63817,-7.66054,-10.5229,0.96,-1.43,18.797,7.16953,-13.4742,-28.51,-0.89665,0.1,30.2015,-0.4,18.7559,-1.6476,14.1683,32.0645,-25.9332,10.7233,-39.5577,-29.1427,-168.493,0.2585555501594684
F_S_WWS_WM_269,test,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.6918,12.0376,19.9859,4.46638,1.71,2.27,9.94203,7.46222,15.5792,-46.7676,-1.10397,0.5,-14.9321,-0.3,59.3543,-2.65733,12.2312,-11.7899,76.1762,24.0,107.342,-6.74932,-121.886,0.2425346968205979
F_S_WWS_WM_236,test,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.95396,1.49643,1.55884,9.38687,0.88,-1.07,1.43783,9.80196,-4.0351,77.5608,2.97433,-0.3,-18.0366,1.0,17.5066,-3.84612,5.3187,4.29811,53.9652,-45.5227,-5.64189,-12.9934,128.7,0.2256054896179402
F_S_WWC_WM_413,test,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.79357,-0.68509,5.42343,19.9386,-1.06,0.48,2.87412,5.95522,-21.6769,-41.9598,-3.55548,0.7,12.4959,0.4,-10.869,-17.4621,23.9249,43.6892,118.286,38.5471,114.822,-49.0755,-24.089,0.2316503732225913
N_S_WW_WM_207,test,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.36967,-3.16809,17.7738,-2.54332,1.87,1.88,18.9373,5.15536,1.13379,-59.9644,-6.08725,0.0,-11.6698,0.2,50.8495,24.9172,18.7686,46.0608,-29.2206,27.2975,-55.7472,54.9323,-162.31,0.2495765412259136
E_S_WW_WM_133,test,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25286,11.8674,-1.20408,10.5937,-0.23,0.86,-7.01534,8.77261,-27.1042,73.9865,-14.4183,0.0,-1.5154,-0.3,55.2538,26.7196,-6.25036,13.6288,70.759,-2.51593,18.1284,57.4883,124.906,0.2911011574119601
F_D_WM_WW_1877,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2787793774438074
F_D_WM_WW_1511,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2856061100163459
F_D_WM_WW_1522,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2700036437509958
F_D_WM_WW_3129,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2819667721512752
F_D_WM_WW_0659,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2773362311040618
F_D_WM_WW_2570,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2533624059468172
F_D_WM_WW_0897,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2753896364721663
F_D_WM_WW_2498,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2829402462765509
F_D_WM_WW_3794,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2676264649240267
F_D_WM_WW_2493,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2793300095381103
F_D_WM_WW_3414,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2724361873401191
F_D_WM_WW_0278,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2676570877631199
F_D_WM_WW_2078,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3039686345223599
F_D_WM_WW_3593,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2655681684309581
F_D_WM_WW_3751,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2972722221658582
F_D_WM_WW_3716,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2587099737701744
F_D_WM_WW_2410,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2451693913405647
F_D_WM_WW_1356,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2637257606554769
F_D_WM_WW_0626,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3003272232162669
F_D_WM_WW_0760,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2692150655180081
F_D_WM_WW_0496,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2725393198667793
F_D_WM_WW_1005,test,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2807183916106111
